class,itstate,state,frequency,frequency_bin,real_center,imag_center,gamma_magnitude,sample_count
0,3,closed,830.0,830.0,0.5984649658203125,0.6246337890625,0.865059353890173,16
0,3,closed,831.0,831.0,0.596282958984375,0.6239013671875,0.8630216006297835,17
0,3,closed,832.0,832.0,0.5992431640625,0.622711181640625,0.8642115397377541,15
0,3,closed,833.0,833.0,0.60107421875,0.618682861328125,0.8625883719057884,11
0,3,closed,834.0,834.0,0.603515625,0.61041259765625,0.8583907321241251,13
0,3,closed,835.0,835.0,0.589019775390625,0.62127685546875,0.8561128587647544,14
0,3,closed,836.0,836.0,0.60791015625,0.620758056640625,0.8688471228911014,11
0,3,closed,837.0,837.0,0.6110992431640625,0.6199951171875,0.8705378971256977,16
0,3,closed,838.0,838.0,0.558837890625,0.6168212890625,0.8323270334663675,18
0,3,closed,839.0,839.0,0.519500732421875,0.61248779296875,0.8031328081473169,16
0,3,closed,840.0,840.0,0.5636444091796875,0.6103515625,0.8307972375048622,20
0,3,closed,841.0,841.0,0.6032867431640625,0.6151885986328125,0.8616332783529808,18
0,3,closed,842.0,842.0,0.581085205078125,0.61175537109375,0.8437444219802217,17
0,3,closed,843.0,843.0,0.583709716796875,0.614471435546875,0.8475211965409039,21
0,3,closed,844.0,844.0,0.595123291015625,0.6143798828125,0.855356283611671,21
0,3,closed,845.0,845.0,0.58795166015625,0.61260986328125,0.8491042334542693,17
0,3,closed,846.0,846.0,0.62823486328125,0.6126708984375,0.8775218933076395,19
0,3,closed,847.0,847.0,0.57916259765625,0.610748291015625,0.8416904356724282,22
0,3,closed,848.0,848.0,0.604522705078125,0.607391357421875,0.8569550525119515,19
0,3,closed,849.0,849.0,0.54736328125,0.609832763671875,0.8194525985732448,22
0,4,closed,703.0,703.0,0.323455810546875,0.5850830078125,0.6685400417383074,1
0,4,closed,705.0,705.0,0.315277099609375,0.5754852294921875,0.6561881581541803,2
0,4,closed,706.0,706.0,0.3211822509765625,0.5775604248046875,0.6608585950435559,2
0,4,closed,707.0,707.0,0.311798095703125,0.5675048828125,0.6475182194348854,3
0,4,closed,708.0,708.0,0.3125762939453125,0.569580078125,0.6497117860509132,2
0,4,closed,709.0,709.0,0.3288116455078125,0.58709716796875,0.6729042895230213,2
0,4,closed,710.0,710.0,0.317169189453125,0.574920654296875,0.6566049447540729,3
0,4,closed,711.0,711.0,0.325439453125,0.579620361328125,0.6647334811158869,3
0,4,closed,712.0,712.0,0.324066162109375,0.580291748046875,0.6646483207498516,3
0,4,closed,713.0,713.0,0.3300323486328125,0.5843353271484375,0.6710954669030046,4
0,4,closed,714.0,714.0,0.330963134765625,0.5860595703125,0.6730545420162926,3
0,4,closed,715.0,715.0,0.33648681640625,0.589935302734375,0.6791517054587377,4
0,4,closed,716.0,716.0,0.342498779296875,0.59130859375,0.6833383253282754,3
0,4,closed,717.0,717.0,0.3437652587890625,0.595306396484375,0.687433094086634,4
0,4,closed,718.0,718.0,0.34979248046875,0.598907470703125,0.6935740319940585,3
0,4,closed,719.0,719.0,0.348419189453125,0.6009521484375,0.6946505713600325,3
0,4,closed,720.0,720.0,0.339813232421875,0.60089111328125,0.6903210578776974,1
0,4,closed,721.0,721.0,0.358367919921875,0.6047210693359375,0.7029332384572031,2
0,4,closed,722.0,722.0,0.35894775390625,0.605987548828125,0.7043183934621196,3
0,4,closed,723.0,723.0,0.367401123046875,0.60797119140625,0.7103608623763278,3
0,4,closed,724.0,724.0,0.366485595703125,0.610321044921875,0.7119013061741098,5
0,4,closed,725.0,725.0,0.358062744140625,0.61328125,0.7101568983985702,3
0,4,closed,726.0,726.0,0.3757476806640625,0.61572265625,0.7213187290955212,4
0,4,closed,727.0,727.0,0.3792724609375,0.617584228515625,0.7247467688350374,4
0,4,closed,728.0,728.0,0.380401611328125,0.61895751953125,0.726507946883798,5
0,4,closed,729.0,729.0,0.38397216796875,0.62060546875,0.7297847447138295,5
0,4,closed,730.0,730.0,0.387237548828125,0.621490478515625,0.7322590621549145,5
0,4,closed,731.0,731.0,0.379852294921875,0.6229248046875,0.7296047411114974,5
0,4,closed,732.0,732.0,0.3621368408203125,0.6108245849609375,0.7101054605282359,6
0,4,closed,733.0,733.0,0.3870849609375,0.626495361328125,0.7364313985359694,7
0,4,closed,734.0,734.0,0.3753204345703125,0.614898681640625,0.7203928215143645,6
0,4,closed,735.0,735.0,0.3729248046875,0.616973876953125,0.7209227939202504,8
0,4,closed,736.0,736.0,0.3757781982421875,0.6206512451171875,0.7255461545206203,4
0,4,closed,737.0,737.0,0.380645751953125,0.6220855712890625,0.7293021640486194,6
0,4,closed,738.0,738.0,0.38427734375,0.62353515625,0.7324378253471536,8
0,4,closed,739.0,739.0,0.39349365234375,0.62579345703125,0.7392257471827851,6
0,4,closed,740.0,740.0,0.371124267578125,0.614166259765625,0.7175886123817022,5
0,4,closed,741.0,741.0,0.395172119140625,0.626190185546875,0.7404560434092776,6
0,4,closed,742.0,742.0,0.377716064453125,0.623748779296875,0.7291995371777872,7
0,4,closed,743.0,743.0,0.42279052734375,0.63897705078125,0.7661876411406741,7
0,4,closed,744.0,744.0,0.4061431884765625,0.634063720703125,0.7529867804004258,8
