class,state,frequency,frequency_bin,real_center,imag_center,gamma_magnitude,sample_count
0,closed,738.0,738.0,0.415069580078125,0.64556884765625,0.7674906470898845,99
0,closed,739.0,739.0,0.4231414794921875,0.66485595703125,0.7880876570958186,102
0,closed,740.0,740.0,0.422332763671875,0.6555023193359375,0.7797744891476748,104
0,closed,741.0,741.0,0.42864990234375,0.6615753173828125,0.7883036466676249,104
0,closed,742.0,742.0,0.42913818359375,0.658477783203125,0.7859723732996248,105
0,closed,743.0,743.0,0.432708740234375,0.6536865234375,0.7839278823967324,101
0,closed,744.0,744.0,0.4364471435546875,0.6585540771484375,0.7900503665247401,108
0,closed,745.0,745.0,0.435882568359375,0.65533447265625,0.7870558331219015,110
0,closed,746.0,746.0,0.4428253173828125,0.6712799072265625,0.8041834215906786,112
0,closed,747.0,747.0,0.443206787109375,0.6617431640625,0.7964523032318154,125
0,closed,748.0,748.0,0.446197509765625,0.667449951171875,0.802858427769419,115
0,closed,824.0,824.0,0.615478515625,0.6365509033203125,0.8854438749654656,224
0,closed,825.0,825.0,0.61407470703125,0.636749267578125,0.8846114263205027,231
0,closed,826.0,826.0,0.614410400390625,0.636444091796875,0.8846249047428617,214
0,closed,827.0,827.0,0.6181640625,0.635040283203125,0.8862296369774648,225
0,closed,828.0,828.0,0.6170654296875,0.63470458984375,0.8852229441695136,216
0,closed,829.0,829.0,0.621337890625,0.6324920654296875,0.8866267462454742,210
0,closed,830.0,830.0,0.62872314453125,0.63348388671875,0.8925214995738519,213
0,closed,831.0,831.0,0.623779296875,0.63238525390625,0.8882633171351509,231
0,closed,832.0,832.0,0.622650146484375,0.632537841796875,0.8875794760031701,251
0,closed,833.0,833.0,0.6251068115234375,0.631439208984375,0.8885234945997835,234
0,closed,834.0,834.0,0.62445068359375,0.63043212890625,0.8873462263389462,237
0,closed,835.0,835.0,0.626495361328125,0.62982177734375,0.8883534820003229,243
0,closed,836.0,836.0,0.6308441162109375,0.629119873046875,0.8909299151002142,244
0,closed,837.0,837.0,0.62872314453125,0.6296234130859375,0.8897856116926415,254
0,closed,838.0,838.0,0.6224365234375,0.6284942626953125,0.8845520131399204,280
0,closed,839.0,839.0,0.629852294921875,0.6285400390625,0.8898182365646602,291
0,closed,840.0,840.0,0.6237335205078125,0.626861572265625,0.8843070368307612,284
0,closed,841.0,841.0,0.62957763671875,0.6279296875,0.8891927198870974,283
0,closed,842.0,842.0,0.63055419921875,0.6258544921875,0.8884213209641428,271
0,closed,843.0,843.0,0.622589111328125,0.626007080078125,0.8828941419288523,307
0,closed,844.0,844.0,0.6221466064453125,0.6265106201171875,0.882939384686764,306
0,closed,845.0,845.0,0.631256103515625,0.626220703125,0.8891775060403287,302
0,closed,846.0,846.0,0.633056640625,0.6233673095703125,0.8884523132280878,300
0,closed,847.0,847.0,0.634429931640625,0.625091552734375,0.8906406612441407,299
0,closed,848.0,848.0,0.632965087890625,0.622833251953125,0.8880124223381627,315
0,closed,849.0,849.0,0.6346282958984375,0.623870849609375,0.8899257895730847,308
1,closed,703.0,703.0,0.28509521484375,0.573211669921875,0.640195985664881,63
1,closed,704.0,704.0,0.3086700439453125,0.5204010009765625,0.6050573508739558,66
1,closed,705.0,705.0,0.3097991943359375,0.54425048828125,0.6262460657006756,50
1,closed,706.0,706.0,0.315185546875,0.527374267578125,0.6143822483295368,53
1,closed,707.0,707.0,0.301971435546875,0.573883056640625,0.6484816964151164,53
1,closed,708.0,708.0,0.33489990234375,0.57513427734375,0.6655354097007693,53
1,closed,709.0,709.0,0.30242919921875,0.582733154296875,0.6565373939516925,65
1,closed,710.0,710.0,0.307891845703125,0.54766845703125,0.6282818853647358,65
1,closed,711.0,711.0,0.34765625,0.530303955078125,0.6341034244786606,41
1,closed,712.0,712.0,0.365631103515625,0.572784423828125,0.679535208828925,41
1,closed,713.0,713.0,0.428192138671875,0.58087158203125,0.7216372374204933,27
1,closed,714.0,714.0,0.373931884765625,0.568115234375,0.6801323209297834,41
1,closed,715.0,715.0,0.3370361328125,0.555572509765625,0.6498108712760049,32
1,closed,716.0,716.0,0.300689697265625,0.59405517578125,0.6658196797288175,26
1,closed,717.0,717.0,0.2926025390625,0.57745361328125,0.6473553285154864,25
1,closed,718.0,718.0,0.30780029296875,0.580230712890625,0.6568170982345171,29
