bit1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.10353738965039591,0.0960119084537617,0.08904463602720751,0.11844363125142136,0.012197895346192809,0.03156980710785834,0.043560958465132624,0.06578593727387376,0.03376129339039467,0.08032003969484587,0.007897620376687549,0.022886559573280407,0.10494324877504187,0.024809278670222663,0.16522979594368295
1,0.10336990433686646,0.09541519452881257,0.08861753342011199,0.11760573565569536,0.01214901134320957,0.03221140932663898,0.04347197256141656,0.06557986735263126,0.033595735449079525,0.08058017727639001,0.00812000247939007,0.02281038864439348,0.10609723341391351,0.025455071385772434,0.16492076282567822
