bit0(LSB),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.10355470853875792,0.09504080871690765,0.08888842855367278,0.11778597174462443,0.012304760326469735,0.03225338691635249,0.0435223930065874,0.06562538840783859,0.03362058250818246,0.08126527737498446,0.007975307619008162,0.02286945353606496,0.10519120023200895,0.025023822347433403,0.1650785101711066
1,0.10335299212273684,0.09638305769785953,0.08877386893223904,0.11826205303748917,0.012042726935290965,0.031529673774075145,0.04351053738606838,0.06574009155771848,0.03373613230502743,0.07963871819194127,0.008042232028704582,0.022827566296861466,0.10584814616241184,0.025240235905472842,0.16507196766610302
