bit2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.10404803809918212,0.09572419505124755,0.08860130448286573,0.11810746454084274,0.012154467336163164,0.03174241639921317,0.04333781965006729,0.06530696759498913,0.033605963350243295,0.0800496945853608,0.00809607619836422,0.022859509265969562,0.10587017289574491,0.02505435345273838,0.16544155709700797
1,0.10286138675138737,0.09570276236255235,0.08905988901037691,0.1179419470633136,0.012192354506632558,0.03203845439729334,0.04369442782579993,0.06605739277535948,0.033750747839003156,0.08084913250675634,0.007921935923091206,0.022837455903286365,0.1051719513956223,0.025209910671920452,0.16471025106760465
