bit3(MSB),0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.10337718032246093,0.09601665910684096,0.08886231495608428,0.11768586862397427,0.012185064533421303,0.031998680466784876,0.04342088986021195,0.06587357222382582,0.03395736258298627,0.08028534905777081,0.007958434703723557,0.02272071254793617,0.10535648014514866,0.025339161271700137,0.16496226959713
1,0.1035304355032528,0.09540877636431443,0.0887995690548212,0.11836489454274231,0.012161770190195997,0.0317822069365599,0.04361248083537066,0.06549123606679651,0.033398251357062946,0.08061575436124808,0.008059503584303651,0.022976836696639455,0.10568516139725687,0.02492437740852774,0.16518874570090747
